                         	alpine sea holly	anthurium	artichoke	azalea	ball moss	balloon flower	barbeton daisy	bearded iris	bee balm	bird of paradise	bishop of llandaff	black-eyed susan	blackberry lily	blanket flower	bolero deep blue	bougainvillea	bromelia	buttercup	californian poppy	camellia	canna lily	canterbury bells	cape flower	carnation	cautleya spicata	clematis	colt's foot	columbine	common dandelion	corn poppy	cyclamen	daffodil	desert-rose	english marigold	fire lily	foxglove	frangipani	fritillary	garden phlox	gaura	gazania	geranium	giant white arum lily	globe thistle	globe-flower	grape hyacinth	great masterwort	hard-leaved pocket orchid	hibiscus	hippeastrum	japanese anemone	king protea	lenten rose	lotus	love in the mist	magnolia	mallow	marigold	mexican aster	mexican petunia	monkshood	moon orchid	morning glory	orange dahlia	osteospermum	oxeye daisy	passion flower	pelargonium	peruvian lily	petunia	pincushion flower	pink primrose	pink-yellow dahlia	poinsettia	primula	prince of wales feathers	purple coneflower	red ginger	rose	ruby-lipped cattleya	siam tulip	silverbush	snapdragon	spear thistle	spring crocus	stemless gentian	sunflower	sweet pea	sweet william	sword lily	thorn apple	tiger lily	toad lily	tree mallow	tree poppy	trumpet creeper	wallflower	water lily	watercress	wild pansy	windflower	yellow iris
tiger lily               	0.0             	0.0      	0.0      	0.0   	0.0      	0.0           	0.0           	0.0         	0.0     	0.0             	0.0               	0.0             	0.0            	0.0           	0.0             	0.0          	0.0     	0.0      	0.0              	0.0     	0.0       	0.0             	0.0        	0.0      	0.0             	0.0     	0.0        	0.0      	0.0             	0.0       	0.0     	0.0     	0.0        	0.0             	0.0      	0.0     	0.0       	0.0       	0.0         	0.0  	0.0    	0.0     	0.0                  	0.0          	0.0         	0.0           	0.0             	0.0                      	0.0     	0.0        	0.0             	0.0        	0.0        	0.0  	0.0             	0.0     	0.0   	0.0     	0.0          	0.0            	0.0      	0.0        	0.0          	0.0          	0.0         	0.0        	0.0           	0.0        	0.0          	0.0    	0.0              	0.0          	0.0               	0.0       	0.0    	0.0                     	0.0              	0.0       	0.0 	0.0                 	0.0       	0.0       	0.0       	0.0          	0.0          	0.0             	0.0      	0.0      	0.0          	0.0       	0.0        	0.0       	0.0      	0.0        	0.0       	0.0            	0.0       	0.0       	0.0       	0.0       	0.0       	0.0        
toad lily                	0.0             	0.0      	0.0      	0.0   	0.0      	0.0           	0.0           	0.0         	0.0     	0.0             	0.0               	0.0             	0.0            	0.0           	0.0             	0.0          	0.0     	0.0      	0.0              	0.0     	0.0       	0.0             	0.0        	0.0      	0.0             	0.0     	0.0        	0.0      	0.0             	0.0       	0.0     	0.0     	0.0        	0.0             	0.0      	0.0     	0.0       	0.0       	0.0         	0.0  	0.0    	0.0     	0.0                  	0.0          	0.0         	0.0           	0.0             	0.0                      	0.0     	0.0        	0.0             	0.0        	0.0        	0.0  	0.0             	0.0     	0.0   	0.0     	0.0          	0.0            	0.0      	0.0        	0.0          	0.0          	0.0         	0.0        	0.0           	0.0        	0.0          	0.0    	0.0              	0.0          	0.0               	0.0       	0.0    	0.0                     	0.0              	0.0       	0.0 	0.0                 	0.0       	0.0       	0.0       	0.0          	0.0          	0.0             	0.0      	0.0      	0.0          	0.0       	0.0        	0.0       	0.0      	0.0        	0.0       	0.0            	0.0       	0.0       	0.0       	0.0       	0.0       	0.0        
tree mallow              	0.0             	0.0      	0.0      	0.0   	0.0      	0.0           	1.0           	0.0         	0.0     	0.0             	0.0               	0.0             	0.0            	0.0           	0.0             	0.0          	0.0     	0.0      	0.0              	0.0     	0.0       	0.0             	0.0        	0.0      	0.0             	0.0     	0.0        	0.0      	0.0             	0.0       	0.0     	0.0     	0.0        	0.0             	0.0      	0.0     	0.0       	0.0       	0.0         	0.0  	0.0    	0.0     	0.0                  	0.0          	0.0         	0.0           	0.0             	0.0                      	0.0     	0.0        	0.0             	0.0        	0.0        	0.0  	0.0             	0.0     	0.0   	0.0     	0.0          	0.0            	0.0      	0.0        	0.0          	0.0          	0.0         	0.0        	0.0           	0.0        	0.0          	0.0    	0.0              	0.0          	0.0               	0.0       	0.0    	0.0                     	0.0              	0.0       	0.0 	0.0                 	0.0       	0.0       	0.0       	0.0          	0.0          	0.0             	0.0      	0.0      	0.0          	0.0       	0.0        	0.0       	0.0      	0.0        	0.0       	0.0            	0.0       	0.0       	0.0       	0.0       	0.0       	0.0        
tree poppy               	0.0             	0.0      	0.0      	0.0   	0.0      	0.0           	0.0           	0.0         	0.0     	0.0             	0.0               	0.0             	0.0            	0.0           	0.0             	0.0          	0.0     	0.0      	0.0              	0.0     	0.0       	0.0             	0.0        	0.0      	0.0             	0.0     	0.0        	0.0      	0.0             	0.0       	0.0     	0.0     	0.0        	0.0             	0.0      	0.0     	0.0       	0.0       	0.0         	0.0  	0.0    	0.0     	0.0                  	0.0          	0.0         	0.0           	0.0             	0.0                      	0.0     	0.0        	0.0             	0.0        	0.0        	0.0  	0.0             	0.0     	0.0   	0.0     	0.0          	0.0            	0.0      	0.0        	0.0          	0.0          	0.0         	0.0        	0.0           	0.0        	0.0          	0.0    	0.0              	0.0          	0.0               	0.0       	0.0    	0.0                     	0.0              	0.0       	0.0 	0.0                 	0.0       	0.0       	0.0       	0.0          	0.0          	0.0             	0.0      	0.0      	0.0          	0.0       	0.0        	0.0       	0.0      	0.0        	0.0       	0.0            	0.0       	0.0       	0.0       	0.0       	0.0       	0.0        
trumpet creeper          	0.0             	1.0      	1.0      	1.0   	0.0      	0.0           	0.0           	0.0         	1.0     	0.0             	0.0               	0.0             	0.0            	0.0           	0.0             	1.0          	0.0     	1.0      	0.0              	5.0     	1.0       	1.0             	0.0        	0.0      	0.0             	1.0     	0.0        	1.0      	0.0             	0.0       	1.0     	1.0     	1.0        	1.0             	0.0      	2.0     	3.0       	0.0       	0.0         	0.0  	0.0    	2.0     	0.0                  	0.0          	0.0         	0.0           	0.0             	1.0                      	0.0     	0.0        	0.0             	0.0        	1.0        	0.0  	0.0             	0.0     	1.0   	1.0     	1.0          	1.0            	0.0      	0.0        	2.0          	1.0          	0.0         	0.0        	1.0           	0.0        	0.0          	3.0    	0.0              	1.0          	1.0               	0.0       	3.0    	0.0                     	0.0              	0.0       	0.0 	0.0                 	0.0       	0.0       	2.0       	0.0          	0.0          	0.0             	0.0      	1.0      	0.0          	0.0       	1.0        	0.0       	0.0      	2.0        	1.0       	0.0            	0.0       	4.0       	6.0       	1.0       	0.0       	1.0        
wallflower               	1.0             	0.0      	4.0      	3.0   	3.0      	1.0           	2.0           	1.0         	9.0     	4.0             	11.0              	1.0             	4.0            	4.0           	2.0             	8.0          	1.0     	6.0      	19.0             	3.0     	6.0       	5.0             	21.0       	4.0      	8.0             	1.0     	13.0       	13.0     	10.0            	6.0       	14.0    	4.0     	4.0        	5.0             	1.0      	12.0    	7.0       	21.0      	4.0         	13.0 	4.0    	1.0     	0.0                  	6.0          	6.0         	2.0           	4.0             	1.0                      	1.0     	0.0        	1.0             	0.0        	7.0        	3.0  	3.0             	1.0     	5.0   	1.0     	1.0          	2.0            	3.0      	0.0        	7.0          	6.0          	12.0        	1.0        	1.0           	16.0       	2.0          	28.0   	10.0             	0.0          	5.0               	0.0       	2.0    	1.0                     	6.0              	0.0       	24.0	1.0                 	3.0       	1.0       	14.0      	2.0          	4.0          	6.0             	0.0      	7.0      	3.0          	5.0       	0.0        	7.0       	6.0      	0.0        	2.0       	0.0            	65.0      	0.0       	8.0       	7.0       	1.0       	1.0        
water lily               	0.0             	2.0      	0.0      	1.0   	1.0      	1.0           	6.0           	0.0         	1.0     	2.0             	0.0               	0.0             	0.0            	0.0           	1.0             	5.0          	2.0     	1.0      	0.0              	2.0     	0.0       	0.0             	0.0        	1.0      	0.0             	0.0     	1.0        	0.0      	0.0             	0.0       	2.0     	1.0     	1.0        	1.0             	1.0      	2.0     	4.0       	0.0       	0.0         	1.0  	0.0    	0.0     	3.0                  	0.0          	0.0         	1.0           	1.0             	1.0                      	3.0     	18.0       	1.0             	1.0        	0.0        	10.0 	2.0             	0.0     	2.0   	1.0     	0.0          	2.0            	0.0      	4.0        	2.0          	0.0          	0.0         	2.0        	3.0           	0.0        	1.0          	1.0    	0.0              	0.0          	0.0               	4.0       	0.0    	0.0                     	2.0              	1.0       	4.0 	4.0                 	0.0       	0.0       	2.0       	1.0          	0.0          	0.0             	4.0      	0.0      	0.0          	1.0       	4.0        	0.0       	0.0      	0.0        	1.0       	1.0            	0.0       	14.0      	2.0       	0.0       	1.0       	0.0        
watercress               	0.0             	0.0      	0.0      	0.0   	0.0      	0.0           	0.0           	0.0         	0.0     	0.0             	0.0               	0.0             	0.0            	0.0           	0.0             	0.0          	0.0     	0.0      	0.0              	0.0     	0.0       	0.0             	0.0        	0.0      	0.0             	0.0     	0.0        	0.0      	0.0             	0.0       	0.0     	0.0     	0.0        	0.0             	0.0      	0.0     	0.0       	0.0       	0.0         	0.0  	0.0    	0.0     	0.0                  	0.0          	0.0         	0.0           	0.0             	0.0                      	0.0     	0.0        	0.0             	0.0        	0.0        	0.0  	0.0             	0.0     	0.0   	0.0     	0.0          	0.0            	0.0      	0.0        	0.0          	0.0          	0.0         	0.0        	0.0           	0.0        	0.0          	0.0    	0.0              	0.0          	0.0               	0.0       	0.0    	0.0                     	0.0              	0.0       	0.0 	0.0                 	0.0       	0.0       	0.0       	0.0          	0.0          	0.0             	0.0      	0.0      	0.0          	0.0       	0.0        	0.0       	0.0      	0.0        	0.0       	0.0            	0.0       	0.0       	0.0       	0.0       	0.0       	0.0        
wild pansy               	0.0             	0.0      	0.0      	0.0   	0.0      	0.0           	0.0           	0.0         	0.0     	0.0             	0.0               	0.0             	0.0            	0.0           	0.0             	0.0          	0.0     	0.0      	0.0              	0.0     	0.0       	0.0             	0.0        	0.0      	0.0             	0.0     	0.0        	0.0      	0.0             	0.0       	0.0     	0.0     	0.0        	0.0             	0.0      	0.0     	0.0       	0.0       	0.0         	0.0  	0.0    	0.0     	0.0                  	0.0          	0.0         	0.0           	0.0             	0.0                      	0.0     	0.0        	0.0             	0.0        	0.0        	0.0  	0.0             	0.0     	0.0   	0.0     	0.0          	0.0            	0.0      	0.0        	0.0          	0.0          	0.0         	0.0        	0.0           	0.0        	0.0          	0.0    	0.0              	0.0          	0.0               	0.0       	0.0    	0.0                     	0.0              	0.0       	0.0 	0.0                 	0.0       	0.0       	0.0       	0.0          	0.0          	0.0             	0.0      	0.0      	0.0          	0.0       	0.0        	0.0       	0.0      	0.0        	0.0       	0.0            	0.0       	0.0       	0.0       	0.0       	0.0       	0.0        
windflower               	0.0             	0.0      	0.0      	0.0   	0.0      	0.0           	0.0           	0.0         	0.0     	0.0             	0.0               	0.0             	0.0            	0.0           	0.0             	0.0          	0.0     	0.0      	0.0              	0.0     	0.0       	0.0             	0.0        	0.0      	0.0             	0.0     	0.0        	0.0      	0.0             	0.0       	0.0     	0.0     	0.0        	0.0             	0.0      	0.0     	0.0       	0.0       	0.0         	0.0  	0.0    	0.0     	0.0                  	0.0          	0.0         	0.0           	0.0             	0.0                      	0.0     	0.0        	0.0             	0.0        	0.0        	0.0  	0.0             	0.0     	0.0   	0.0     	0.0          	0.0            	0.0      	0.0        	0.0          	0.0          	0.0         	0.0        	0.0           	0.0        	0.0          	0.0    	0.0              	0.0          	0.0               	0.0       	0.0    	0.0                     	0.0              	0.0       	0.0 	0.0                 	0.0       	0.0       	0.0       	0.0          	0.0          	0.0             	0.0      	0.0      	0.0          	0.0       	0.0        	0.0       	0.0      	0.0        	0.0       	0.0            	0.0       	0.0       	0.0       	0.0       	0.0       	0.0        
yellow iris              	0.0             	0.0      	0.0      	0.0   	0.0      	0.0           	0.0           	0.0         	0.0     	0.0             	0.0               	0.0             	0.0            	0.0           	0.0             	0.0          	0.0     	0.0      	0.0              	0.0     	0.0       	0.0             	0.0        	0.0      	0.0             	0.0     	0.0        	0.0      	0.0             	0.0       	0.0     	0.0     	0.0        	0.0             	0.0      	0.0     	0.0       	0.0       	0.0         	0.0  	0.0    	0.0     	0.0                  	0.0          	0.0         	0.0           	0.0             	0.0                      	0.0     	0.0        	0.0             	0.0        	0.0        	0.0  	0.0             	0.0     	0.0   	0.0     	0.0          	0.0            	0.0      	0.0        	0.0          	0.0          	0.0         	0.0        	0.0           	0.0        	0.0          	0.0    	0.0              	0.0          	0.0               	0.0       	0.0    	0.0                     	0.0              	0.0       	0.0 	0.0                 	0.0       	0.0       	0.0       	0.0          	0.0          	0.0             	0.0      	0.0      	0.0          	0.0       	0.0        	0.0       	0.0      	0.0        	0.0       	0.0            	0.0       	0.0       	0.0       	0.0       	0.0       	0.0        

Accuracy = 6.049764189299073%

Balanced Accuracy = 5.291642385822392%

C=10
gamma=1
kernel=rbf
